./2014/10October/02/dktoscar27PCI/331-229-10022014-110854149-20141002111015.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864ConfirmDOB_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|[hesitation] yes|yes|740
./2014/10October/01/dktoscar28PCI/325-46-10012014-172518407-20141001172637.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864ConfirmDOB_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|[hesitation] yes|yes|810
./2014/10October/02/dktoscar27PCI/330-192-10022014-084621626-20141002084730.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864ConfirmDOB_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|[hesitation] yes|yes|930
./2014/10October/04/dktoscar30PCI/325-86-10042014-123112610-20141004123256.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864ConfirmDOB_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|yes|yes|940
./2014/10October/01/bshoscar36PCI/315-146-10012014-143906940-20141001144020.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864ConfirmDOB_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|advisor|advisor|640
./2014/10October/01/dktoscar29PCI/330-165-10012014-105700781-20141001105820.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864ConfirmDOB_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|debit card|advisor|310
./2014/10October/01/bshoscar36PCI/318-139-10012014-223041147-20141001223154.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864ConfirmDOB_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|lowconf|an advisor please|no|10
./2014/10October/06/dktoscar27PCI/325-47-10062014-144001973-20141006144123.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864ConfirmDOB_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|lowconf|[hesitation] credit|no|30
./2014/10October/02/bshoscar28PCI/313-119-10022014-173735351-20141002173911.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864ConfirmDOB_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|lowconf|shite|no|190
./2014/10October/02/bshoscar29PCI/313-90-10022014-164738571-20141002164859.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864ConfirmDOB_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|no|no|750
