./2014/10October/02/dktoscar23PCI/302-112-10022014-095102143-20141002095152.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|lowconf|debit card|advisor|60
./2014/10October/02/bshoscar28PCI/314-191-10022014-163053589-20141002163156.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|lowconf|debit card|no|260
./2014/10October/06/dktoscar26PCI/331-194-10062014-170347475-20141006170500.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|lowconf|[noise]|no|30
./2014/10October/03/bshoscar23PCI/308-187-10032014-142558819-20141003142718.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|[noise] yes|yes|500
./2014/10October/04/dktoscar25PCI/303-82-10042014-110621896-20141004110716.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|[hesitation] yes|yes|600
./2014/10October/09/dktoscar30PCI/331-228-10092014-082216264-20141009082327.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|[breath noise] yes|yes|720
./2014/10October/03/bshoscar22PCI/306-39-10032014-080823674-20141003080916.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|[hesitation] yes|yes|840
./2014/10October/02/dktoscar25PCI/301-103-10022014-225855966-20141002230021.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|[hesitation] yes|yes|870
./2014/10October/04/dktoscar25PCI/303-159-10042014-081046410-20141004081156.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|[hesitation] yes|yes|940
./2014/10October/06/dktoscar26PCI/330-127-10062014-150237023-20141006150349.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|[hesitation] yes|yes|950
./2014/10October/01/bshoscar23PCI/307-25-10012014-145958404-20141001150116.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|ok|advisor|advisor|840
./2014/10October/02/dktoscar23PCI/321-127-10022014-092520065-20141002092631.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|lowconf|[side speech] debit|advisor|50
./2014/10October/02/bshoscar29PCI/319-20-10022014-074858552-20141002075006.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|lowconf|[noise]|no|210
./2014/10October/02/dktoscar30PCI/325-64-10022014-164733527-20141002164831.wav|864AccountNumber_864AccountNumberDTMF_864ConfirmAccountNumber_864GetDOB_864GetDOBDTMF_864PaymentsYesNo#PaymentMethod_864RFCHMWSE_864RFC_864Universals_864YesNoDTMF#YesNoDTMF.csv|lowconf|[unintelligible]|no|240
