NUAN-08-59-ixnuansr10.production.eckoh.com-FDGKHGLLAAABFOJMAAAAAAAE-utt03-PLAYABLE.wav|STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR http://2-1-6.tfl-jp.eckoh.com/xml/groups/get-grammar/gid/BARNET|ok|don't know|{idt:*__JS_NULL__* pid:*__JS_NULL__* ptx:*__JS_NULL__* sid:*__JS_NULL__*}|980
NUAN-48-47-ixnuansr10.production.eckoh.com-FDDBBILPAAAKMBIAAAAAAAAB-utt05-PLAYABLE.wav|STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR http://2-1-6.tfl-jp.eckoh.com/xml/groups/get-grammar/gid/BETHNAL_GREEN|ok|bethnal green underground station|{idt:STOPID pid:b00035 ptx:bethnal green underground station sid:1000022}|800
NUAN-17-30-ixnuansr13.production.eckoh.com-FDEJJPFKAAAANMFCAAAAAAAA-utt03-PLAYABLE.wav|STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR http://2-1-6.tfl-jp.eckoh.com/xml/groups/get-grammar/gid/BETHNAL_GREEN|ok|don't know|{idt:*__JS_NULL__* pid:*__JS_NULL__* ptx:*__JS_NULL__* sid:*__JS_NULL__*}|980
NUAN-12-26-ixnuansr12.production.eckoh.com-FDFIODIJAAAPCHBAAAAAAAAF-utt03-PLAYABLE.wav|STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR http://2-1-6.tfl-jp.eckoh.com/xml/groups/get-grammar/gid/BETHNAL_GREEN|ok|bethnal green underground station|{idt:STOPID pid:b00035 ptx:bethnal green underground station sid:1000022}|920
NUAN-26-20-ixnuansr12.production.eckoh.com-FDGGDBOMAAAIIOODAAAAAAAD-utt05-PLAYABLE.wav|STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR http://2-1-6.tfl-jp.eckoh.com/xml/groups/get-grammar/gid/BETHNAL_GREEN|ok|bethnal green underground station|{idt:STOPID pid:b00035 ptx:bethnal green underground station sid:1000022}|160
NUAN-34-59-ixnuansr13.production.eckoh.com-FDHIFEJDAAANIJNGAAAAAAAC-utt04-PLAYABLE.wav|STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR http://2-1-6.tfl-jp.eckoh.com/xml/groups/get-grammar/gid/BETHNAL_GREEN|ok|underground station|{idt:STOPID pid:b00035 ptx:bethnal green underground station sid:1000022}|700
NUAN-14-05-ixnuansr13.production.eckoh.com-FDHIMACNAAAANAGLAAAAAAAE-utt04-PLAYABLE.wav|STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR http://2-1-6.tfl-jp.eckoh.com/xml/groups/get-grammar/gid/BETHNAL_GREEN|ok|bethnal green underground station|{idt:STOPID pid:b00035 ptx:bethnal green underground station sid:1000022}|720
NUAN-23-17-ixnuansr10.production.eckoh.com-FDHIMCFFAAAELLPCAAAAAAAB-utt04-PLAYABLE.wav|STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR http://2-1-6.tfl-jp.eckoh.com/xml/groups/get-grammar/gid/BETHNAL_GREEN|ok|bethnal green underground station|{idt:STOPID pid:b00035 ptx:bethnal green underground station sid:1000022}|810
NUAN-40-42-ixnuansr15-FDJFLJFKAAABFJPJAAAAAAAP-utt03-PLAYABLE.wav|STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR http://2-1-6.tfl-jp.eckoh.com/xml/groups/get-grammar/gid/BETHNAL_GREEN|ok|don't know|{idt:*__JS_NULL__* pid:*__JS_NULL__* ptx:*__JS_NULL__* sid:*__JS_NULL__*}|950
NUAN-21-15-ixnuansr14-FDJKIKELAAALBDBMAAAAAAAB-utt05-PLAYABLE.wav|STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR STRING_GRAMMAR http://2-1-6.tfl-jp.eckoh.com/xml/groups/get-grammar/gid/BETHNAL_GREEN|ok|bethnal green underground station|{idt:STOPID pid:b00035 ptx:bethnal green underground station sid:1000022}|690
